id,name_generated,is_scanned,description,ring_system,radius,mass,habitable_zone,name_known,celestial_body,atmosphere,satellite_of,category,temperature,orbital_period,rotation,orbiter_count,atm_pressure,gs_size,gs_size_scale,gs_size_halo,gs_fill_opacity,gs_rotation,gs_color,gs_color_halo,the_geom,distance,surface_gravity
467,P-TE54-EH06,f,,t,7580,8859442000000000800000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SF-2416O,Terrestrial planet,315,313.5,16.6,0,1.04,0.55,1.2,2,0.7,0,#00a599,00a599,0101000020110F0000295C8F22413257C19A9999492C585141,3.57,1.03
468,P-DE80-IZ52,f,,t,8791,4904653999999999800000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SG-1795O,Desert planet,306,94.2,96.4,0,55.05,0.55,1.2,1.7,0.7,0,#f2d07f,f2d07f,0101000020110F000052B81E0DD02E6E41F6285CA73CF36B41,3.89,0.42
469,P-OC15-YR76,f,,t,1465,3584400000000000300000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SG-1795O,Ocean planet,65,42.3,7.8,0,0.85,0.29,1.2,1.8,0.4,0,#2152ff,2152ff,0101000020110F000052B81E4DDB196E41F6285C071FE56B41,15.73,11.15
470,P-LA67-FT21,f,,t,14014,47792000000000002000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SK-8640X,Lava planet,1615,273.3,14.7,1,0.78,1.1,1.2,1.1,0.5,0,#a13100,a13100,0101000020110F0000295C8F82778453C15C8FC245C82263C1,19.36,1.62
471,P-GG85-NP59,f,,t,106889,1853965186000000000000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SF-4162F,Gas giant planet,248,395.6,35.9,0,2832.3,1.1,1.2,1.1,0.4,0,#d67e57,d67e57,0101000020110F00003D0AD743FE105641B81E854BCE8841C1,48.87,1.08
472,P-GG31-PL63,f,,t,102493,859843794000000110000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SA-8051K,Gas giant planet,133,428.9,51.3,0,3290.09,1.1,1.2,1.1,0.5,0,#d67e57,d67e57,0101000020110F0000295C8FE2E8465041000000B03D9E5141,33.68,0.55
473,P-OC05-VC92,f,,t,4969,8680221999999999800000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SA-8051K,Ocean planet,241,133.9,23.8,1,1.02,0.55,1.2,1.2,0.5,0,#2152ff,2152ff,0101000020110F0000295C8F22D7495041000000702CCE5041,40.53,2.35
474,P-GG37-BJ63,f,,t,90263,966390083999999920000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SK-3573N,Gas giant planet,95,196.7,97.3,1,1038.17,1.1,1.2,1.6,0.5,0,#d67e57,d67e57,0101000020110F0000713D0A5781FD47C1B81E85EB17B801C1,8.39,0.79
475,P-IR46-EX75,f,,t,2421,298700000000000000000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SK-3573N,Iron planet,513,132.5,56.5,1,21.75,0.35,1.2,1.3,0.6,0,#5a6265,5a6265,0101000020110F0000713D0AD725CA47C1E27A14AE3FD5EDC0,15.2,0.34
476,P-IR65-AB32,f,,t,3121,394283999999999980000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SK-3573N,Iron planet,516,369,19.8,1,90.48,0.55,1.2,2,0.4,0,#5a6265,5a6265,0101000020110F0000713D0AD7BC6947C13C0AD7A380D3DB40,42.34,0.27
477,P-IG68-AL60,f,,t,25289,71891116000000011000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SO-0998I,Ice giant planet,57,422.2,23,0,3657.62,1.1,1.2,1.8,0.4,0,#b2dffb,b2dffb,0101000020110F00003D0AD7CBA79E6C4152B81EC5A58931C1,12.3,0.75
478,P-LA97-ZO28,f,,t,11020,18877840000000001000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SO-0998I,Lava planet,1530,444.2,95.1,1,0.63,0.55,1.2,1.7,0.7,0,#a13100,a13100,0101000020110F00003D0AD78B16B36C4152B81EC5CF8D31C1,22.09,1.04
479,P-LA98-WK07,f,,t,14396,32391027999999998000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SO-0998I,Lava planet,1793,413.2,91.1,1,0.81,1.1,1.2,1.7,0.6,0,#a13100,a13100,0101000020110F00003D0AD78B9DB86C4152B81EC50FD232C1,38.59,1.04
480,P-DE77-DV65,f,,t,8727,645192000000000060000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SO-0998I,Desert planet,216,48.5,20.5,1,41.71,0.55,1.2,1.7,0.6,0,#f2d07f,f2d07f,0101000020110F00003D0AD7CB97CF6C4152B81EC5014930C1,38.61,0.06
481,P-GG43-TB04,f,,t,60961,2386457676000000100000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SM-8432V,Gas giant planet,145,241,54.2,0,3912.71,1.1,1.2,1.3,0.6,0,#d67e57,d67e57,0101000020110F00001F85EB89BCF366C11F85EB091FC46241,21.08,4.29
482,P-IR89-PB98,f,,t,2994,471946000000000000000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SM-8432V,Iron planet,497,389.8,5.5,1,71.47,0.39,1.2,1.4,0.4,0,#5a6265,5a6265,0101000020110F00001F85EBE9842E67C11F85EB4961BC6241,26.82,0.35
483,P-OC95-LV52,f,,t,2421,2981026000000000000000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SM-8432V,Ocean planet,311,175.6,73.7,0,1.08,0.35,1.2,2,0.6,0,#2152ff,2152ff,0101000020110F00001F85EB29694867C11F85EB691F9A6241,50.31,3.4
484,P-DE17-GG93,f,,t,3886,4856861999999999700000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SF-6384I,Desert planet,307,180.9,78.3,0,89.05,0.55,1.2,1.5,0.6,0,#f2d07f,f2d07f,0101000020110F00009A99997146076741C3F5282C72156B41,7.97,2.15
485,P-GG50-GF06,f,,t,58668,1849245725999999800000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SF-7988Q,Gas giant planet,158,391.2,77.2,0,3170.41,1.1,1.2,1.7,0.7,0,#d67e57,d67e57,0101000020110F0000E17A148612CB6C41E17A14DE1A936441,33.29,3.59
486,P-CA89-XD95,f,,t,9364,8811649999999999700000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SG-2764S,Carbon planet,292,80.4,81.8,0,35.17,0.55,1.2,1,0.4,0,#6d4631,6d4631,0101000020110F0000EC51B8023C2B7241B81E852B71EF3641,2.39,0.67
487,P-GG30-TB40,f,,t,92492,2223271892000000000000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SF-9731H,Gas giant planet,150,428.5,51.5,0,4970.82,1.1,1.2,1.9,0.4,0,#d67e57,d67e57,0101000020110F0000AE47E102D17C634152B81EBD81E26EC1,8.16,1.73
488,P-IC74-OA45,f,,t,7389,597400000000000010000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SF-9731H,Ice planet,88,329.2,96.9,0,53.19,0.55,1.2,1.5,0.6,0,#5bd2ff,5bd2ff,0101000020110F0000AE47E142C2B9634152B81EFD1CFA6EC1,28.05,0.07
489,P-SI40-OX36,f,,t,7580,3064662000000000400000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SF-9731H,Silicate planet,426,420.8,11.1,1,88.15,0.55,1.2,1,0.5,0,#c5a006,c5a006,0101000020110F0000AE47E18292B0634152B81E5DC9B66EC1,36.16,0.36
490,P-DE28-QA35,f,,t,3121,1224669999999999900000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SA-8727U,Desert planet,236,165.6,95.4,0,28.82,0.55,1.2,1.5,0.4,0,#f2d07f,f2d07f,0101000020110F000048E17A14BFD05A41713D0AB7055D61C1,27.19,0.84
491,P-IG14-LE54,f,,t,25926,108254853999999980000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SA-8727U,Ice giant planet,52,428.7,45.4,0,2188.82,1.1,1.2,1.5,0.4,0,#b2dffb,b2dffb,0101000020110F000048E17AD49BB85A41713D0A17B07A61C1,32.91,1.07
492,P-CO31-FQ96,f,,t,3185,1356098000000000000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SA-4735Z,Coreless planet,958,210,81.5,0,0,0.55,1.2,1.7,0.4,0,#878685,878685,0101000020110F0000000000107BCE65C10AD7A3A8047C6441,11.56,0.89
493,P-GD37-AB23,f,,t,10383,4092190000000000500000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SG-9743D,Gas dwarf planet,414,82.7,65.9,1,3147.53,0.55,1.2,1.1,0.4,0,#ea5f13,ea5f13,0101000020110F00000000003886366EC17B14AE4791EFFBC0,7.7,0.25
494,P-PU78-VW18,f,,t,35162,16366346504000001000000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SF-7007J,Puffy planet,3472,136.2,33.1,0,3800.91,1.1,1.2,1.1,0.5,0,#a494cc,a494cc,0101000020110F00007B14AECB881073411F85EB89E1FF64C1,5.23,88.35
495,P-HE09-JL89,f,,t,6625,2216353999999999700000000,Not located in the habitable zone,,planet,"Helium, Hydrogen",SK-9283E,Helium planet,3433,261.9,39.8,0,3098.89,0.55,1.2,1.3,0.5,0,#b89f94,b89f94,0101000020110F0000EC51B8B692F66FC185EB512053FE6441,28.78,0.34
496,P-OC57-FW29,f,,t,12613,4546213999999999900000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SA-8803O,Ocean planet,141,239.4,94.1,0,0.82,0.55,1.2,1,0.4,0,#2152ff,2152ff,0101000020110F00000000006831C36EC19A999969DCC36DC1,27.64,0.19
497,P-PR10-ZR16,f,,t,3758,818438000000000120000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SG-3524W,Protoplanet,174,143.2,47.4,0,0,0.55,1.2,2,0.4,0,#a5a9b8,a5a9b8,0101000020110F00003D0AD7436E295C41F6285C0F967C3DC1,14.77,0.39
498,P-IR75-AZ65,f,,t,2421,310647999999999950000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SG-3524W,Iron planet,416,111.8,57.9,0,47.83,0.35,1.2,1.9,0.7,0,#5a6265,5a6265,0101000020110F00003D0AD7C3AFC45C41F6285C0FD3913FC1,41.34,0.35
499,P-DE84-DN03,f,,t,3440,3357388000000000300000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SG-3524W,Desert planet,287,346.7,28.9,1,11.35,0.55,1.2,1.6,0.5,0,#f2d07f,f2d07f,0101000020110F00003D0AD7C3F3F85B41F6285C0F35203FC1,31.62,1.89
500,P-OC70-PZ59,f,,t,3376,4313227999999999800000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SF-4093L,Ocean planet,60,322.4,66.8,1,0.85,0.55,1.2,1.2,0.5,0,#2152ff,2152ff,0101000020110F0000F6285C1F92D37041000000C8D9B46341,20.46,2.53
501,P-DE47-TJ36,f,,t,7708,3542581999999999800000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SF-2340Q,Desert planet,280,153.3,82.5,1,61.5,0.55,1.2,1.2,0.6,0,#f2d07f,f2d07f,0101000020110F0000EC51B81634B560C1E17A14CE4DF342C1,5.79,0.4
502,P-TE43-UY22,f,,t,3567,5412444000000000000000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SF-2340Q,Terrestrial planet,383,368.6,2.2,0,1.19,0.55,1.2,1.6,0.5,0,#00a599,00a599,0101000020110F0000EC51B8D6B0A560C1E17A14CE5E0643C1,7.77,2.84
503,P-OC76-VS24,f,,t,7389,1188826000000000000000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SF-1028R,Ocean planet,230,303.6,54.7,0,1.06,0.55,1.2,1.3,0.7,0,#2152ff,2152ff,0101000020110F00008FC2F5684B0E58415C8FC255A0626CC1,17.99,0.15
504,P-LA19-OM76,f,,t,18792,43825264000000003000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SF-1028R,Lava planet,1693,386.2,45.5,1,0.7,1.1,1.2,1.6,0.7,0,#a13100,a13100,0101000020110F00008FC2F528C16458415C8FC21587206CC1,25.59,0.83
505,P-OC57-QX55,f,,t,11593,8011134000000000100000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SF-1028R,Ocean planet,265,359.5,14.3,0,0.75,0.55,1.2,1.9,0.7,0,#2152ff,2152ff,0101000020110F00008FC2F528977F58415C8FC295FB396CC1,21.15,0.4
506,P-LA49-NG73,f,,t,9555,22976003999999999000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SF-6483N,Lava planet,1747,53.4,81.1,1,0.64,0.55,1.2,1.5,0.7,0,#a13100,a13100,0101000020110F0000AE47E19AA63D54C1CDCCCC6CF8505D41,8.89,1.68
507,P-HE56-RQ43,f,,t,9491,1935576000000000000000000,Not located in the habitable zone,,planet,"Helium, Hydrogen",SB-6419O,Helium planet,3536,225.1,80.1,1,1462.55,0.55,1.2,1.6,0.4,0,#b89f94,b89f94,0101000020110F000048E17A1C51FA63C1A4703D0A867922C1,5.26,0.14
508,P-IG49-KG85,f,,t,28410,81270296000000007000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SB-6419O,Ice giant planet,72,214.8,25.6,1,1705.28,1.1,1.2,1.6,0.4,0,#b2dffb,b2dffb,0101000020110F000048E17AFC3E1664C1A4703D0A0C4B20C1,21.25,0.67
509,P-CO03-QY57,f,,t,5351,1857914000000000100000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SO-9959Y,Coreless planet,490,278,69.5,0,0.01,0.55,1.2,1.5,0.5,0,#878685,878685,0101000020110F00000AD7A3E8D80D72415C8FC2B5DDCC6541,4.29,0.43
510,P-HE48-OD73,f,,t,18855,2114795999999999700000000,Not located in the habitable zone,,planet,"Helium, Hydrogen",SO-9959Y,Helium planet,3226,227,40.6,1,1071.27,1.1,1.2,1.8,0.5,0,#b89f94,b89f94,0101000020110F00000AD7A388210372415C8FC27557B96541,20.17,0.04
511,P-IC30-CK92,f,,t,2867,6153220000000000300000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SA-4763A,Ice planet,54,372.9,42.3,1,59.72,0.38,1.2,1.9,0.7,0,#5bd2ff,5bd2ff,0101000020110F000052B81EE567CF62C1CDCCCC9CF5465FC1,11.72,5
512,P-TE37-OH08,f,,t,9237,6959710000000000000000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SB-3653L,Terrestrial planet,535,177.3,37.3,1,0.94,0.55,1.2,1.3,0.6,0,#00a599,00a599,0101000020110F0000AE47E1EA62B151416666665603BE6F41,3.51,0.54
513,P-PU51-CQ93,f,,t,86059,10345743330000000000000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SB-3653L,Puffy planet,3492,165.5,77.5,1,4321.6,1.1,1.2,1.7,0.5,0,#a494cc,a494cc,0101000020110F0000AE47E1AA9ED551416666665676A66F41,15.36,9.32
514,P-IC94-QK52,f,,t,6561,3811412000000000300000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SM-6436Z,Ice planet,202,222.6,15.8,0,92.19,0.55,1.2,1.7,0.6,0,#5bd2ff,5bd2ff,0101000020110F000085EB5170241C69C18FC2F5B0F81268C1,38.28,0.59
515,P-IG34-AC33,f,,t,21276,60182076000000001000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SF-8053K,Ice giant planet,68,238.1,73,0,2520.63,1.1,1.2,1.1,0.4,0,#b2dffb,b2dffb,0101000020110F0000EC51B89EED6A45C1E17A144E32DC4141,10.34,0.89
516,P-HE81-MB25,f,,t,13823,1917653999999999900000000,Not located in the habitable zone,,planet,"Helium, Hydrogen",SO-1261V,Helium planet,3805,429.6,5.8,1,2008.83,1.1,1.2,1.4,0.5,0,#b89f94,b89f94,0101000020110F0000EC51B8BE0397674152B81E25FE4C4141,20.43,0.07
517,P-LA33-UF39,f,,t,10956,22306916000000000000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SO-1261V,Lava planet,1655,406.3,80.9,0,0.21,0.55,1.2,1.1,0.4,0,#a13100,a13100,0101000020110F0000EC51B85E505C674152B81E25659D4041,28.77,1.24
518,P-IC48-FM04,f,,t,1529,3715828000000000200000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SO-1261V,Ice planet,217,179.6,72.6,0,14.78,0.3,1.2,1.5,0.5,0,#5bd2ff,5bd2ff,0101000020110F0000EC51B8BE787D6741A4703D4A68153F41,42.89,10.61
519,P-TE67-GN08,f,,t,7071,1021554000000000000000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SA-9602G,Terrestrial planet,287,269,3.6,1,1.15,0.55,1.2,1.9,0.5,0,#00a599,00a599,0101000020110F000048E17A9C7DA667C1F6285CCF943648C1,2.7,0.14
520,P-GD75-OF28,f,,t,7963,3309596000000000200000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SA-9602G,Gas dwarf planet,354,355.7,7.2,1,3986.8,0.55,1.2,1.9,0.6,0,#ea5f13,ea5f13,0101000020110F000048E17ADC0CA467C1F6285CCFA57D48C1,8.44,0.35
521,P-OC24-QX44,f,,t,9491,8793727999999999200000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SM-6788T,Ocean planet,101,368.1,58.3,1,1,0.55,1.2,1.8,0.7,0,#2152ff,2152ff,0101000020110F00005C8FC2B5B4796E411F85EB415D6E6A41,32.6,0.65
522,P-LA07-FC62,f,,t,14014,30150777999999999000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SM-6576G,Lava planet,1627,167.9,67.5,1,0.27,1.1,1.2,1.1,0.6,0,#a13100,a13100,0101000020110F00000AD7A388E97A69C148E17A743BA14AC1,10.75,1.02
523,P-IR56-HV31,f,,t,3185,424153999999999940000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SF-7561N,Iron planet,508,108.9,40.8,0,32.08,0.55,1.2,1.9,0.4,0,#5a6265,5a6265,0101000020110F00009A999959DBC76BC1AE47E1AA136D6A41,6.45,0.28
524,P-IR20-UK05,f,,t,2994,316622000000000020000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SF-7561N,Iron planet,565,409.2,2.8,0,20.41,0.39,1.2,1.1,0.6,0,#5a6265,5a6265,0101000020110F00009A9999F97CB56BC1AE47E10A88636A41,12.03,0.24
525,P-OC60-BS38,f,,t,5223,2246224000000000100000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SM-9923Q,Ocean planet,270,423.5,65.2,1,1.1,0.55,1.2,1.9,0.7,0,#2152ff,2152ff,0101000020110F000066666636CDBA65C13D0AD7A3CEA71C41,7.21,0.55
526,P-IR05-ZN73,f,,t,2421,340518000000000050000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SA-6192K,Iron planet,437,349.8,9.5,0,74.54,0.35,1.2,1.6,0.5,0,#5a6265,5a6265,0101000020110F0000E17A145AEB8870C114AE4701258764C1,12.32,0.39
527,P-IG77-CH86,f,,t,23824,79985886000000001000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SK-1171W,Ice giant planet,71,346.6,12.4,0,3172.85,1.1,1.2,1,0.5,0,#b2dffb,b2dffb,0101000020110F0000713D0A07E23D5B41EC51B8326FC47141,5.6,0.94
528,P-OC51-PN10,f,,t,8345,7784121999999999000000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SK-1171W,Ocean planet,217,213.9,19.2,1,0.99,0.55,1.2,1.2,0.7,0,#2152ff,2152ff,0101000020110F0000713D0A87F4745B41EC51B8B211B77141,26.24,0.75
529,P-PR47-MG74,f,,t,1401,2114795999999999700000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SK-1171W,Protoplanet,155,227.3,66,1,0.01,0.29,1.2,1.1,0.7,0,#a5a9b8,a5a9b8,0101000020110F0000713D0A471FA45B41EC51B8727BD57141,32.93,7.19
530,P-OC27-KY50,f,,t,5415,2831675999999999700000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Argon",SG-1467W,Ocean planet,196,476.4,63.2,1,0.98,0.55,1.2,1,0.5,0,#2152ff,2152ff,0101000020110F000085EB5178DEC2474152B81E7D0FC46EC1,7.81,0.64
531,P-GG64-VB78,f,,t,111157,1448539675999999800000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SG-1467W,Gas giant planet,126,41.7,77,1,3329.9,1.1,1.2,2,0.5,0,#d67e57,d67e57,0101000020110F000085EB51783A68474152B81E3D01D46EC1,12.88,0.78
532,P-GG37-IY43,f,,t,59050,1665103150000000100000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SO-0746G,Gas giant planet,256,456.6,24.8,1,2484,1.1,1.2,1.5,0.7,0,#d67e57,d67e57,0101000020110F0000EC51B8AE88EF70C19A99993109576841,29.14,3.19
533,P-TE26-BG21,f,,t,8281,2622585999999999600000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SF-0384N,Terrestrial planet,558,112.2,88.4,1,1.07,0.55,1.2,1.6,0.4,0,#00a599,00a599,0101000020110F0000666666A6AD213C4148E17A74B6C570C1,8.15,0.26
534,P-OC39-LU36,f,,t,3567,6738671999999999000000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SF-0890V,Ocean planet,111,407.4,97.1,0,1.2,0.55,1.2,2,0.7,0,#2152ff,2152ff,0101000020110F0000E17A142E6EDD4DC19A999901543071C1,3.62,3.53
535,P-PU27-PP08,f,,t,106698,6033578701999999400000000000,Not located in the habitable zone,,planet,"Natrium, Oxygen, Silicon monoxide",SF-0592F,Puffy planet,3361,435.5,96.8,1,1025.03,1.1,1.2,1.1,0.5,0,#a494cc,a494cc,0101000020110F0000333333F36D0142417B14AE070BB44741,12.01,3.54
536,P-TE10-GQ41,f,,t,7899,7939445999999999500000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SF-0592F,Terrestrial planet,263,154.1,19.5,1,1.04,0.55,1.2,1.1,0.4,0,#00a599,00a599,0101000020110F0000333333F3ACEB41417B14AE071D974741,7.06,0.85
537,P-SI00-RB28,f,,t,8982,5430366000000000400000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen, Argon",SF-0592F,Silicate planet,742,215.7,1.5,1,53.77,0.55,1.2,2,0.7,0,#c5a006,c5a006,0101000020110F0000333333F3ACEC40417B14AE076BFD4741,35.71,0.45
538,P-GD71-UA96,f,,t,10447,3751671999999999900000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SF-2628Y,Gas dwarf planet,397,39.2,47,0,3385.14,0.55,1.2,1.8,0.5,0,#ea5f13,ea5f13,0101000020110F0000713D0A0783CA61413D0AD7332D5F59C1,4.11,0.23
539,P-LA58-ZG13,f,,t,12995,50808870000000004000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SF-8777P,Lava planet,1486,425.5,71.2,0,0.73,1.1,1.2,1.1,0.7,0,#a13100,a13100,0101000020110F0000AE47E1D683537241CDCCCC4C946634C1,8.55,2.01
540,P-IR66-HR69,f,,t,2739,358440000000000000000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SF-8777P,Iron planet,482,110.7,64.6,0,51.87,0.37,1.2,1,0.4,0,#5a6265,5a6265,0101000020110F0000AE47E166695B7241CDCCCC4C039C33C1,15.2,0.32
541,P-DE39-XA09,f,,t,7071,3488815999999999600000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SF-8777P,Desert planet,241,467.7,33.6,0,51.83,0.55,1.2,1.8,0.4,0,#f2d07f,f2d07f,0101000020110F0000AE47E146CD4A7241CDCCCC4CBC9832C1,25.08,0.47
542,P-CA24-DZ67,f,,t,7134,5531923999999999600000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SA-9185X,Carbon planet,303,119.3,25.5,1,81.19,0.55,1.2,1.9,0.4,0,#6d4631,6d4631,0101000020110F0000666666A676D35AC13D0AD78397DF5B41,7,0.73
543,P-IG89-PO66,f,,t,24015,63121284000000006000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SM-1829D,Ice giant planet,83,190,98.5,0,2463.17,1.1,1.2,1,0.5,0,#b2dffb,b2dffb,0101000020110F0000713D0A5B4CCB72C1AE47E1FA82983241,5.99,0.73
544,P-GG10-AV48,f,,t,32041,1136708824000000000000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SA-2995V,Gas giant planet,132,456.8,37.4,0,1154.72,1.1,1.2,1.1,0.4,0,#d67e57,d67e57,0101000020110F000052B81E850CF16BC1000000C0F87968C1,14.95,7.39
545,P-IR07-WS15,f,,t,2038,322596000000000030000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SA-6046K,Iron planet,444,125.2,45,0,87.25,0.33,1.2,1.5,0.7,0,#5a6265,5a6265,0101000020110F000052B81E6587515BC148E17A74715970C1,13.15,0.52
546,P-OC99-XP63,f,,t,5160,1923628000000000000000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SA-6046K,Ocean planet,206,288.5,92.9,1,0.7,0.55,1.2,1.2,0.5,0,#2152ff,2152ff,0101000020110F000052B81EE5A8225BC148E17A247E7570C1,21.31,0.48
547,P-CA83-IC09,f,,t,9364,5054004000000000100000000,Not located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SF-8516F,Carbon planet,396,402.8,30.7,0,53.1,0.55,1.2,1.4,0.6,0,#6d4631,6d4631,0101000020110F00009A9999D1BD566041713D0AD7C6EA6441,3.88,0.38
548,P-OC97-AD34,f,,t,4778,806489999999999980000000,Located in the habitable zone,,planet,"Nitrogen, Oxygen, Carbon dioxide",SA-3108M,Ocean planet,147,231.8,76.8,0,0.74,0.55,1.2,1.1,0.5,0,#2152ff,2152ff,0101000020110F0000CDCCCCE4D9E867C1666666669D1B6EC1,10.87,0.24
549,P-CA51-CT94,f,,t,7071,5985948000000000600000000,Not located in the habitable zone,,planet,"Carbon dioxide, Nitrogen",SA-3108M,Carbon planet,351,487.2,16.4,0,53.74,0.55,1.2,1.6,0.4,0,#6d4631,6d4631,0101000020110F0000CDCCCC649EF867C1666666E6DD086EC1,21.3,0.8
550,P-CO99-DF95,f,,t,3376,1194800000000000000000000,Not located in the habitable zone,,planet,"Hydrogen, Helium",SG-0005W,Coreless planet,351,497,89.3,1,0,0.55,1.2,1.8,0.6,0,#878685,878685,0101000020110F000052B81EE514FA53C1CDCCCCA487456BC1,5.1,0.7
551,P-GD45-EF67,f,,t,21849,4594006000000000500000000,Not located in the habitable zone,,planet,"Hydrogen, Helium, Methane",SG-0005W,Gas dwarf planet,400,253.6,79.9,0,2211.98,1.1,1.2,1.3,0.6,0,#ea5f13,ea5f13,0101000020110F000052B81E657A2054C1CDCCCC24496A6BC1,18.59,0.06
552,P-IR83-OB51,f,,t,3185,322596000000000030000000,Not located in the habitable zone,,planet,"Oxygen, Natrium, Hydrogen",SG-0005W,Iron planet,461,426.4,47.3,0,21.27,0.55,1.2,1,0.6,0,#5a6265,5a6265,0101000020110F000052B81EE5110054C1CDCCCC64DB716BC1,21.87,0.21
