id,zoom,quadrant,sector,sub_sector,name,x,y,the_geom,sub_quadrant
862,3,Alpha,G4,,Alpha-14-G4,,,0103000020110F00000100000005000000F6285CC9E0A54C41676666D5EBBA60C1F6285CC9E0A54C416766669226AE5CC1A4703D86401953416766669226AE5CC1A4703D8640195341676666D5EBBA60C1F6285CC9E0A54C41676666D5EBBA60C1,Alpha-14
863,3,Alpha,H3,,Alpha-14-H3,,,0103000020110F00000100000005000000F6285CC9E0A54C41676666D5EBBA60C1F6285CC9E0A54C419A999961C41E63C1A4703D86401943419A999961C41E63C1A4703D8640194341676666D5EBBA60C1F6285CC9E0A54C41676666D5EBBA60C1,Alpha-14
864,3,Alpha,G3,,Alpha-14-G3,,,0103000020110F00000100000005000000F6285CC9E0A54C416766669226AE5CC1F6285CC9E0A54C41676666D5EBBA60C1A4703D8640194341676666D5EBBA60C1A4703D86401943416766669226AE5CC1F6285CC9E0A54C416766669226AE5CC1,Alpha-14
865,3,Omicron,B4,,Omicron-2-B4,,,0103000020110F00000100000005000000F6285CC9E0A54C410000801BD8EC7141A4703D86401953410000801BD8EC7141A4703D8640195341666666D5EBBA7041F6285CC9E0A54C41666666D5EBBA7041F6285CC9E0A54C410000801BD8EC7141,Omicron-2
866,3,Omicron,A4,,Omicron-2-A4,,,0103000020110F00000100000005000000F6285CC9E0A54C410000801BD8EC7141F6285CC9E0A54C419A999961C41E7341A4703D86401953419A999961C41E7341A4703D86401953410000801BD8EC7141F6285CC9E0A54C410000801BD8EC7141,Omicron-2
867,3,Omicron,B3,,Omicron-2-B3,,,0103000020110F00000100000005000000F6285CC9E0A54C410000801BD8EC7141F6285CC9E0A54C41666666D5EBBA7041A4703D8640194341666666D5EBBA7041A4703D86401943410000801BD8EC7141F6285CC9E0A54C410000801BD8EC7141,Omicron-2
868,3,Omicron,A3,,Omicron-2-A3,,,0103000020110F00000100000005000000F6285CC9E0A54C419A999961C41E7341F6285CC9E0A54C410000801BD8EC7141A4703D86401943410000801BD8EC7141A4703D86401943419A999961C41E7341F6285CC9E0A54C419A999961C41E7341,Omicron-2
869,3,Kappa,H2,,Kappa-13-H2,,,0103000020110F000001000000050000009A99D97DACE771C10000801BD8EC71C190C2757518B670C10000801BD8EC71C190C2757518B670C19A999961C41E73C19A99D97DACE771C19A999961C41E73C19A99D97DACE771C10000801BD8EC71C1,Kappa-13
870,3,Kappa,G2,,Kappa-13-G2,,,0103000020110F000001000000050000009A99D97DACE771C10000801BD8EC71C19A99D97DACE771C1676666D5EBBA70C190C2757518B670C1676666D5EBBA70C190C2757518B670C10000801BD8EC71C19A99D97DACE771C10000801BD8EC71C1,Kappa-13
871,3,Kappa,H1,,Kappa-13-H1,,,0103000020110F000001000000050000009A99D97DACE771C10000801BD8EC71C19A99D97DACE771C19A999961C41E73C1A4703D86401973C19A999961C41E73C1A4703D86401973C10000801BD8EC71C19A99D97DACE771C10000801BD8EC71C1,Kappa-13
872,3,Kappa,G1,,Kappa-13-G1,,,0103000020110F000001000000050000009A99D97DACE771C1676666D5EBBA70C19A99D97DACE771C10000801BD8EC71C1A4703D86401973C10000801BD8EC71C1A4703D86401973C1676666D5EBBA70C19A99D97DACE771C1676666D5EBBA70C1,Kappa-13
873,3,Eta,H6,,Eta-15-H6,,,0103000020110F000001000000050000000BD723DA08096F410000801BD8EC71C190C2757518B670410000801BD8EC71C190C2757518B670419A999961C41E73C10BD723DA08096F419A999961C41E73C10BD723DA08096F410000801BD8EC71C1,Eta-15
874,3,Eta,G6,,Eta-15-G6,,,0103000020110F000001000000050000000BD723DA08096F410000801BD8EC71C10BD723DA08096F41676666D5EBBA70C190C2757518B67041676666D5EBBA70C190C2757518B670410000801BD8EC71C10BD723DA08096F410000801BD8EC71C1,Eta-15
875,3,Eta,H5,,Eta-15-H5,,,0103000020110F000001000000050000000BD723DA08096F410000801BD8EC71C10BD723DA08096F419A999961C41E73C1F6285CC9E0A56C419A999961C41E73C1F6285CC9E0A56C410000801BD8EC71C10BD723DA08096F410000801BD8EC71C1,Eta-15
876,3,Eta,G5,,Eta-15-G5,,,0103000020110F000001000000050000000BD723DA08096F41676666D5EBBA70C10BD723DA08096F410000801BD8EC71C1F6285CC9E0A56C410000801BD8EC71C1F6285CC9E0A56C41676666D5EBBA70C10BD723DA08096F41676666D5EBBA70C1,Eta-15
877,3,Alpha,F4,,Alpha-10-F4,,,0103000020110F00000100000005000000F6285CC9E0A54C410000007A75E657C1A4703D86401953410000007A75E657C1A4703D86401953416766669226AE5CC1F6285CC9E0A54C416766669226AE5CC1F6285CC9E0A54C410000007A75E657C1,Alpha-10
878,3,Alpha,E4,,Alpha-10-E4,,,0103000020110F00000100000005000000F6285CC9E0A54C410000007A75E657C1F6285CC9E0A54C419A999961C41E53C1A4703D86401953419A999961C41E53C1A4703D86401953410000007A75E657C1F6285CC9E0A54C410000007A75E657C1,Alpha-10
879,3,Alpha,F3,,Alpha-10-F3,,,0103000020110F00000100000005000000F6285CC9E0A54C410000007A75E657C1F6285CC9E0A54C416766669226AE5CC1A4703D86401943416766669226AE5CC1A4703D86401943410000007A75E657C1F6285CC9E0A54C410000007A75E657C1,Alpha-10
880,3,Alpha,E3,,Alpha-10-E3,,,0103000020110F00000100000005000000F6285CC9E0A54C419A999961C41E53C1F6285CC9E0A54C410000007A75E657C1A4703D86401943410000007A75E657C1A4703D86401943419A999961C41E53C1F6285CC9E0A54C419A999961C41E53C1,Alpha-10
881,3,Delta,D6,,Delta-7-D6,,,0103000020110F00000100000005000000CDCCCCA790DF57410000007A75E65741F6285CC9E0A55C410000007A75E65741F6285CC9E0A55C419A999961C41E5341CDCCCCA790DF57419A999961C41E5341CDCCCCA790DF57410000007A75E65741,Delta-7
882,3,Delta,C6,,Delta-7-C6,,,0103000020110F00000100000005000000CDCCCCA790DF57410000007A75E65741CDCCCCA790DF57416766669226AE5C41F6285CC9E0A55C416766669226AE5C41F6285CC9E0A55C410000007A75E65741CDCCCCA790DF57410000007A75E65741,Delta-7
883,3,Delta,D5,,Delta-7-D5,,,0103000020110F00000100000005000000CDCCCCA790DF57410000007A75E65741CDCCCCA790DF57419A999961C41E5341A4703D86401953419A999961C41E5341A4703D86401953410000007A75E65741CDCCCCA790DF57410000007A75E65741,Delta-7
884,3,Delta,C5,,Delta-7-C5,,,0103000020110F00000100000005000000CDCCCCA790DF57416766669226AE5C41CDCCCCA790DF57410000007A75E65741A4703D86401953410000007A75E65741A4703D86401953416766669226AE5C41CDCCCCA790DF57416766669226AE5C41,Delta-7
885,3,Eta,B4,,Eta-2-B4,,,0103000020110F00000100000005000000E27A94B8B8426A41CECCCCED9C8265C1F6285CC9E0A56C41CECCCCED9C8265C1F6285CC9E0A56C410200007A75E667C1E27A94B8B8426A410200007A75E667C1E27A94B8B8426A41CECCCCED9C8265C1,Eta-2
886,3,Eta,A4,,Eta-2-A4,,,0103000020110F00000100000005000000E27A94B8B8426A41CECCCCED9C8265C1E27A94B8B8426A419A999961C41E63C1F6285CC9E0A56C419A999961C41E63C1F6285CC9E0A56C41CECCCCED9C8265C1E27A94B8B8426A41CECCCCED9C8265C1,Eta-2
887,3,Eta,B3,,Eta-2-B3,,,0103000020110F00000100000005000000E27A94B8B8426A41CECCCCED9C8265C1E27A94B8B8426A410200007A75E667C1CDCCCCA790DF67410200007A75E667C1CDCCCCA790DF6741CECCCCED9C8265C1E27A94B8B8426A41CECCCCED9C8265C1,Eta-2
888,3,Eta,A3,,Eta-2-A3,,,0103000020110F00000100000005000000E27A94B8B8426A419A999961C41E63C1E27A94B8B8426A41CECCCCED9C8265C1CDCCCCA790DF6741CECCCCED9C8265C1CDCCCCA790DF67419A999961C41E63C1E27A94B8B8426A419A999961C41E63C1,Eta-2
889,3,Nu,B6,,Nu-3-B6,,,0103000020110F00000100000005000000E27A94B8B8426AC10000801BD8EC7141CECCCCA790DF67C10000801BD8EC7141CECCCCA790DF67C1666666D5EBBA7041E27A94B8B8426AC1666666D5EBBA7041E27A94B8B8426AC10000801BD8EC7141,Nu-3
890,3,Nu,A6,,Nu-3-A6,,,0103000020110F00000100000005000000E27A94B8B8426AC10000801BD8EC7141E27A94B8B8426AC19A999961C41E7341CECCCCA790DF67C19A999961C41E7341CECCCCA790DF67C10000801BD8EC7141E27A94B8B8426AC10000801BD8EC7141,Nu-3
891,3,Nu,B5,,Nu-3-B5,,,0103000020110F00000100000005000000E27A94B8B8426AC10000801BD8EC7141E27A94B8B8426AC1666666D5EBBA7041F7285CC9E0A56CC1666666D5EBBA7041F7285CC9E0A56CC10000801BD8EC7141E27A94B8B8426AC10000801BD8EC7141,Nu-3
892,3,Nu,A5,,Nu-3-A5,,,0103000020110F00000100000005000000E27A94B8B8426AC19A999961C41E7341E27A94B8B8426AC10000801BD8EC7141F7285CC9E0A56CC10000801BD8EC7141F7285CC9E0A56CC19A999961C41E7341E27A94B8B8426AC19A999961C41E7341,Nu-3
893,3,Beta,B4,,Beta-2-B4,,,0103000020110F00000100000005000000CDCCCCA790DF57C19A999961C41E33C1A4703D86401953C19A999961C41E33C1A4703D86401953C19A999961C41E43C1CDCCCCA790DF57C19A999961C41E43C1CDCCCCA790DF57C19A999961C41E33C1,Beta-2
894,3,Beta,A4,,Beta-2-A4,,,0103000020110F00000100000005000000CDCCCCA790DF57C19A999961C41E33C1CDCCCCA790DF57C10000000000000000A4703D86401953C10000000000000000A4703D86401953C19A999961C41E33C1CDCCCCA790DF57C19A999961C41E33C1,Beta-2
895,3,Beta,B3,,Beta-2-B3,,,0103000020110F00000100000005000000CDCCCCA790DF57C19A999961C41E33C1CDCCCCA790DF57C19A999961C41E43C1F6285CC9E0A55CC19A999961C41E43C1F6285CC9E0A55CC19A999961C41E33C1CDCCCCA790DF57C19A999961C41E33C1,Beta-2
896,3,Beta,A3,,Beta-2-A3,,,0103000020110F00000100000005000000CDCCCCA790DF57C10000000000000000CDCCCCA790DF57C19A999961C41E33C1F6285CC9E0A55CC19A999961C41E33C1F6285CC9E0A55CC10000000000000000CDCCCCA790DF57C10000000000000000,Beta-2
897,3,Theta,B2,,Theta-1-B2,,,0103000020110F00000100000005000000A4703D8640193341CECCCCED9C8265C1A4703D8640194341CECCCCED9C8265C1A4703D86401943410200007A75E667C1A4703D86401933410200007A75E667C1A4703D8640193341CECCCCED9C8265C1,Theta-1
898,3,Theta,A2,,Theta-1-A2,,,0103000020110F00000100000005000000A4703D8640193341CECCCCED9C8265C1A4703D86401933419A999961C41E63C1A4703D86401943419A999961C41E63C1A4703D8640194341CECCCCED9C8265C1A4703D8640193341CECCCCED9C8265C1,Theta-1
899,3,Theta,B1,,Theta-1-B1,,,0103000020110F00000100000005000000A4703D8640193341CECCCCED9C8265C1A4703D86401933410200007A75E667C100000000000000000200007A75E667C10000000000000000CECCCCED9C8265C1A4703D8640193341CECCCCED9C8265C1,Theta-1
900,3,Theta,A1,,Theta-1-A1,,,0103000020110F00000100000005000000A4703D86401933419A999961C41E63C1A4703D8640193341CECCCCED9C8265C10000000000000000CECCCCED9C8265C100000000000000009A999961C41E63C1A4703D86401933419A999961C41E63C1,Theta-1
901,3,Iota,B4,,Iota-2-B4,,,0103000020110F00000100000005000000CDCCCCA790DF57C1CECCCCED9C8265C1A4703D86401953C1CECCCCED9C8265C1A4703D86401953C10200007A75E667C1CDCCCCA790DF57C10200007A75E667C1CDCCCCA790DF57C1CECCCCED9C8265C1,Iota-2
902,3,Iota,A4,,Iota-2-A4,,,0103000020110F00000100000005000000CDCCCCA790DF57C1CECCCCED9C8265C1CDCCCCA790DF57C19A999961C41E63C1A4703D86401953C19A999961C41E63C1A4703D86401953C1CECCCCED9C8265C1CDCCCCA790DF57C1CECCCCED9C8265C1,Iota-2
903,3,Iota,B3,,Iota-2-B3,,,0103000020110F00000100000005000000CDCCCCA790DF57C1CECCCCED9C8265C1CDCCCCA790DF57C10200007A75E667C1F6285CC9E0A55CC10200007A75E667C1F6285CC9E0A55CC1CECCCCED9C8265C1CDCCCCA790DF57C1CECCCCED9C8265C1,Iota-2
904,3,Iota,A3,,Iota-2-A3,,,0103000020110F00000100000005000000CDCCCCA790DF57C19A999961C41E63C1CDCCCCA790DF57C1CECCCCED9C8265C1F6285CC9E0A55CC1CECCCCED9C8265C1F6285CC9E0A55CC19A999961C41E63C1CDCCCCA790DF57C19A999961C41E63C1,Iota-2
905,3,Nu,B8,,Nu-4-B8,,,0103000020110F00000100000005000000A4703D86401963C10000801BD8EC7141A4703D86401963C1666666D5EBBA7041B91E0597687C65C1666666D5EBBA7041B91E0597687C65C10000801BD8EC7141A4703D86401963C10000801BD8EC7141,Nu-4
906,3,Nu,A8,,Nu-4-A8,,,0103000020110F00000100000005000000A4703D86401963C10000801BD8EC7141B91E0597687C65C10000801BD8EC7141B91E0597687C65C19A999961C41E7341A4703D86401963C19A999961C41E7341A4703D86401963C10000801BD8EC7141,Nu-4
907,3,Nu,B7,,Nu-4-B7,,,0103000020110F00000100000005000000B91E0597687C65C1666666D5EBBA7041CECCCCA790DF67C1666666D5EBBA7041CECCCCA790DF67C10000801BD8EC7141B91E0597687C65C10000801BD8EC7141B91E0597687C65C1666666D5EBBA7041,Nu-4
908,3,Nu,A7,,Nu-4-A7,,,0103000020110F00000100000005000000CECCCCA790DF67C10000801BD8EC7141CECCCCA790DF67C19A999961C41E7341B91E0597687C65C19A999961C41E7341B91E0597687C65C10000801BD8EC7141CECCCCA790DF67C10000801BD8EC7141,Nu-4
909,3,Eta,H4,,Eta-14-H4,,,0103000020110F00000100000005000000E27A94B8B8426A410000801BD8EC71C1F6285CC9E0A56C410000801BD8EC71C1F6285CC9E0A56C419A999961C41E73C1E27A94B8B8426A419A999961C41E73C1E27A94B8B8426A410000801BD8EC71C1,Eta-14
910,3,Eta,G4,,Eta-14-G4,,,0103000020110F00000100000005000000E27A94B8B8426A410000801BD8EC71C1E27A94B8B8426A41676666D5EBBA70C1F6285CC9E0A56C41676666D5EBBA70C1F6285CC9E0A56C410000801BD8EC71C1E27A94B8B8426A410000801BD8EC71C1,Eta-14
911,3,Eta,H3,,Eta-14-H3,,,0103000020110F00000100000005000000E27A94B8B8426A410000801BD8EC71C1E27A94B8B8426A419A999961C41E73C1CDCCCCA790DF67419A999961C41E73C1CDCCCCA790DF67410000801BD8EC71C1E27A94B8B8426A410000801BD8EC71C1,Eta-14
912,3,Eta,G3,,Eta-14-G3,,,0103000020110F00000100000005000000E27A94B8B8426A41676666D5EBBA70C1E27A94B8B8426A410000801BD8EC71C1CDCCCCA790DF67410000801BD8EC71C1CDCCCCA790DF6741676666D5EBBA70C1E27A94B8B8426A41676666D5EBBA70C1,Eta-14
913,3,Alpha,F6,,Alpha-11-F6,,,0103000020110F00000100000005000000CDCCCCA790DF57410000007A75E657C1F6285CC9E0A55C410000007A75E657C1F6285CC9E0A55C416766669226AE5CC1CDCCCCA790DF57416766669226AE5CC1CDCCCCA790DF57410000007A75E657C1,Alpha-11
914,3,Alpha,E6,,Alpha-11-E6,,,0103000020110F00000100000005000000CDCCCCA790DF57410000007A75E657C1CDCCCCA790DF57419A999961C41E53C1F6285CC9E0A55C419A999961C41E53C1F6285CC9E0A55C410000007A75E657C1CDCCCCA790DF57410000007A75E657C1,Alpha-11
915,3,Alpha,F5,,Alpha-11-F5,,,0103000020110F00000100000005000000CDCCCCA790DF57410000007A75E657C1CDCCCCA790DF57416766669226AE5CC1A4703D86401953416766669226AE5CC1A4703D86401953410000007A75E657C1CDCCCCA790DF57410000007A75E657C1,Alpha-11
916,3,Alpha,E5,,Alpha-11-E5,,,0103000020110F00000100000005000000CDCCCCA790DF57419A999961C41E53C1CDCCCCA790DF57410000007A75E657C1A4703D86401953410000007A75E657C1A4703D86401953419A999961C41E53C1CDCCCCA790DF57419A999961C41E53C1,Alpha-11
917,3,Kappa,F2,,Kappa-9-F2,,,0103000020110F000001000000050000009A99D97DACE771C19B99991EFF116FC190C2757518B670C19B99991EFF116FC190C2757518B670C1676666D5EBBA70C19A99D97DACE771C1676666D5EBBA70C19A99D97DACE771C19B99991EFF116FC1,Kappa-9
918,3,Kappa,E2,,Kappa-9-E2,,,0103000020110F000001000000050000009A99D97DACE771C19B99991EFF116FC19A99D97DACE771C16866669226AE6CC190C2757518B670C16866669226AE6CC190C2757518B670C19B99991EFF116FC19A99D97DACE771C19B99991EFF116FC1,Kappa-9
919,3,Kappa,F1,,Kappa-9-F1,,,0103000020110F000001000000050000009A99D97DACE771C19B99991EFF116FC19A99D97DACE771C1676666D5EBBA70C1A4703D86401973C1676666D5EBBA70C1A4703D86401973C19B99991EFF116FC19A99D97DACE771C19B99991EFF116FC1,Kappa-9
920,3,Kappa,E1,,Kappa-9-E1,,,0103000020110F000001000000050000009A99D97DACE771C16866669226AE6CC19A99D97DACE771C19B99991EFF116FC1A4703D86401973C19B99991EFF116FC1A4703D86401973C16866669226AE6CC19A99D97DACE771C16866669226AE6CC1,Kappa-9
921,3,Zeta,F2,,Zeta-9-F2,,,0103000020110F00000100000005000000B81E0597687C65410000007A75E657C1CDCCCCA790DF67410000007A75E657C1CDCCCCA790DF67416766669226AE5CC1B81E0597687C65416766669226AE5CC1B81E0597687C65410000007A75E657C1,Zeta-9
922,3,Zeta,E2,,Zeta-9-E2,,,0103000020110F00000100000005000000B81E0597687C65410000007A75E657C1B81E0597687C65419A999961C41E53C1CDCCCCA790DF67419A999961C41E53C1CDCCCCA790DF67410000007A75E657C1B81E0597687C65410000007A75E657C1,Zeta-9
923,3,Zeta,F1,,Zeta-9-F1,,,0103000020110F00000100000005000000B81E0597687C65410000007A75E657C1B81E0597687C65416766669226AE5CC1A4703D86401963416766669226AE5CC1A4703D86401963410000007A75E657C1B81E0597687C65410000007A75E657C1,Zeta-9
924,3,Zeta,E1,,Zeta-9-E1,,,0103000020110F00000100000005000000B81E0597687C65419A999961C41E53C1B81E0597687C65410000007A75E657C1A4703D86401963410000007A75E657C1A4703D86401963419A999961C41E53C1B81E0597687C65419A999961C41E53C1,Zeta-9
925,3,Kappa,F4,,Kappa-10-F4,,,0103000020110F000001000000050000000CD723DA08096FC19B99991EFF116FC1F7285CC9E0A56CC19B99991EFF116FC1F7285CC9E0A56CC1676666D5EBBA70C10CD723DA08096FC1676666D5EBBA70C10CD723DA08096FC19B99991EFF116FC1,Kappa-10
926,3,Kappa,E4,,Kappa-10-E4,,,0103000020110F000001000000050000000CD723DA08096FC19B99991EFF116FC10CD723DA08096FC16866669226AE6CC1F7285CC9E0A56CC16866669226AE6CC1F7285CC9E0A56CC19B99991EFF116FC10CD723DA08096FC19B99991EFF116FC1,Kappa-10
927,3,Kappa,F3,,Kappa-10-F3,,,0103000020110F000001000000050000000CD723DA08096FC19B99991EFF116FC10CD723DA08096FC1676666D5EBBA70C190C2757518B670C1676666D5EBBA70C190C2757518B670C19B99991EFF116FC10CD723DA08096FC19B99991EFF116FC1,Kappa-10
928,3,Kappa,E3,,Kappa-10-E3,,,0103000020110F000001000000050000000CD723DA08096FC16866669226AE6CC10CD723DA08096FC19B99991EFF116FC190C2757518B670C19B99991EFF116FC190C2757518B670C16866669226AE6CC10CD723DA08096FC16866669226AE6CC1,Kappa-10
929,3,Kappa,D2,,Kappa-5-D2,,,0103000020110F000001000000050000009A99D97DACE771C1353333064E4A6AC190C2757518B670C1353333064E4A6AC190C2757518B670C16866669226AE6CC19A99D97DACE771C16866669226AE6CC19A99D97DACE771C1353333064E4A6AC1,Kappa-5
930,3,Kappa,C2,,Kappa-5-C2,,,0103000020110F000001000000050000009A99D97DACE771C1353333064E4A6AC19A99D97DACE771C10200007A75E667C190C2757518B670C10200007A75E667C190C2757518B670C1353333064E4A6AC19A99D97DACE771C1353333064E4A6AC1,Kappa-5
931,3,Kappa,D1,,Kappa-5-D1,,,0103000020110F000001000000050000009A99D97DACE771C1353333064E4A6AC19A99D97DACE771C16866669226AE6CC1A4703D86401973C16866669226AE6CC1A4703D86401973C1353333064E4A6AC19A99D97DACE771C1353333064E4A6AC1,Kappa-5
932,3,Kappa,C1,,Kappa-5-C1,,,0103000020110F000001000000050000009A99D97DACE771C10200007A75E667C19A99D97DACE771C1353333064E4A6AC1A4703D86401973C1353333064E4A6AC1A4703D86401973C10200007A75E667C19A99D97DACE771C10200007A75E667C1,Kappa-5
933,3,Alpha,F8,,Alpha-12-F8,,,0103000020110F00000100000005000000A4703D86401963410000007A75E657C1A4703D86401963416766669226AE5CC190C2757518B660416766669226AE5CC190C2757518B660410000007A75E657C1A4703D86401963410000007A75E657C1,Alpha-12
934,3,Alpha,E8,,Alpha-12-E8,,,0103000020110F00000100000005000000A4703D86401963410000007A75E657C190C2757518B660410000007A75E657C190C2757518B660419A999961C41E53C1A4703D86401963419A999961C41E53C1A4703D86401963410000007A75E657C1,Alpha-12
935,3,Alpha,F7,,Alpha-12-F7,,,0103000020110F0000010000000500000090C2757518B660416766669226AE5CC1F6285CC9E0A55C416766669226AE5CC1F6285CC9E0A55C410000007A75E657C190C2757518B660410000007A75E657C190C2757518B660416766669226AE5CC1,Alpha-12
936,3,Alpha,E7,,Alpha-12-E7,,,0103000020110F00000100000005000000F6285CC9E0A55C410000007A75E657C1F6285CC9E0A55C419A999961C41E53C190C2757518B660419A999961C41E53C190C2757518B660410000007A75E657C1F6285CC9E0A55C410000007A75E657C1,Alpha-12
937,3,Delta,D8,,Delta-8-D8,,,0103000020110F0000010000000500000090C2757518B660410000007A75E65741A4703D86401963410000007A75E65741A4703D86401963419A999961C41E534190C2757518B660419A999961C41E534190C2757518B660410000007A75E65741,Delta-8
938,3,Delta,C8,,Delta-8-C8,,,0103000020110F0000010000000500000090C2757518B660410000007A75E6574190C2757518B660416766669226AE5C41A4703D86401963416766669226AE5C41A4703D86401963410000007A75E6574190C2757518B660410000007A75E65741,Delta-8
939,3,Delta,D7,,Delta-8-D7,,,0103000020110F0000010000000500000090C2757518B660410000007A75E6574190C2757518B660419A999961C41E5341F6285CC9E0A55C419A999961C41E5341F6285CC9E0A55C410000007A75E6574190C2757518B660410000007A75E65741,Delta-8
940,3,Delta,C7,,Delta-8-C7,,,0103000020110F0000010000000500000090C2757518B660416766669226AE5C4190C2757518B660410000007A75E65741F6285CC9E0A55C410000007A75E65741F6285CC9E0A55C416766669226AE5C4190C2757518B660416766669226AE5C41,Delta-8
941,3,Xi,H8,,Xi-16-H8,,,0103000020110F000001000000050000000000000000000000CDCCCCED9C82654100000000000000009A999961C41E6341A4703D86401933C19A999961C41E6341A4703D86401933C1CDCCCCED9C8265410000000000000000CDCCCCED9C826541,Xi-16
942,3,Xi,G8,,Xi-16-G8,,,0103000020110F000001000000050000000000000000000000CDCCCCED9C826541A4703D86401933C1CDCCCCED9C826541A4703D86401933C10000007A75E6674100000000000000000000007A75E667410000000000000000CDCCCCED9C826541,Xi-16
943,3,Xi,H7,,Xi-16-H7,,,0103000020110F00000100000005000000A4703D86401933C19A999961C41E6341A4703D86401943C19A999961C41E6341A4703D86401943C1CDCCCCED9C826541A4703D86401933C1CDCCCCED9C826541A4703D86401933C19A999961C41E6341,Xi-16
944,3,Xi,G7,,Xi-16-G7,,,0103000020110F00000100000005000000A4703D86401943C1CDCCCCED9C826541A4703D86401943C10000007A75E66741A4703D86401933C10000007A75E66741A4703D86401933C1CDCCCCED9C826541A4703D86401943C1CDCCCCED9C826541,Xi-16
945,3,Pi,F2,,Pi-9-F2,,,0103000020110F00000100000005000000B81E0597687C6541333333064E4A6A41CDCCCCA790DF6741333333064E4A6A41CDCCCCA790DF67410000007A75E66741B81E0597687C65410000007A75E66741B81E0597687C6541333333064E4A6A41,Pi-9
946,3,Pi,E2,,Pi-9-E2,,,0103000020110F00000100000005000000B81E0597687C6541333333064E4A6A41B81E0597687C65416666669226AE6C41CDCCCCA790DF67416666669226AE6C41CDCCCCA790DF6741333333064E4A6A41B81E0597687C6541333333064E4A6A41,Pi-9
947,3,Pi,F1,,Pi-9-F1,,,0103000020110F00000100000005000000B81E0597687C6541333333064E4A6A41B81E0597687C65410000007A75E66741A4703D86401963410000007A75E66741A4703D8640196341333333064E4A6A41B81E0597687C6541333333064E4A6A41,Pi-9
948,3,Pi,E1,,Pi-9-E1,,,0103000020110F00000100000005000000B81E0597687C65416666669226AE6C41B81E0597687C6541333333064E4A6A41A4703D8640196341333333064E4A6A41A4703D86401963416666669226AE6C41B81E0597687C65416666669226AE6C41,Pi-9
949,3,Gamma,D2,,Gamma-5-D2,,,0103000020110F0000010000000500000090C2757518B660C10000007A75E65741F6285CC9E0A55CC10000007A75E65741F6285CC9E0A55CC19A999961C41E534190C2757518B660C19A999961C41E534190C2757518B660C10000007A75E65741,Gamma-5
950,3,Gamma,C2,,Gamma-5-C2,,,0103000020110F0000010000000500000090C2757518B660C10000007A75E6574190C2757518B660C16766669226AE5C41F6285CC9E0A55CC16766669226AE5C41F6285CC9E0A55CC10000007A75E6574190C2757518B660C10000007A75E65741,Gamma-5
951,3,Gamma,D1,,Gamma-5-D1,,,0103000020110F0000010000000500000090C2757518B660C10000007A75E6574190C2757518B660C19A999961C41E5341A4703D86401963C19A999961C41E5341A4703D86401963C10000007A75E6574190C2757518B660C10000007A75E65741,Gamma-5
952,3,Gamma,C1,,Gamma-5-C1,,,0103000020110F0000010000000500000090C2757518B660C16766669226AE5C4190C2757518B660C10000007A75E65741A4703D86401963C10000007A75E65741A4703D86401963C16766669226AE5C4190C2757518B660C16766669226AE5C41,Gamma-5
953,3,Iota,D2,,Iota-5-D2,,,0103000020110F0000010000000500000090C2757518B660C1353333064E4A6AC1F6285CC9E0A55CC1353333064E4A6AC1F6285CC9E0A55CC16866669226AE6CC190C2757518B660C16866669226AE6CC190C2757518B660C1353333064E4A6AC1,Iota-5
954,3,Iota,C2,,Iota-5-C2,,,0103000020110F0000010000000500000090C2757518B660C1353333064E4A6AC190C2757518B660C10200007A75E667C1F6285CC9E0A55CC10200007A75E667C1F6285CC9E0A55CC1353333064E4A6AC190C2757518B660C1353333064E4A6AC1,Iota-5
955,3,Iota,D1,,Iota-5-D1,,,0103000020110F0000010000000500000090C2757518B660C1353333064E4A6AC190C2757518B660C16866669226AE6CC1A4703D86401963C16866669226AE6CC1A4703D86401963C1353333064E4A6AC190C2757518B660C1353333064E4A6AC1,Iota-5
956,3,Iota,C1,,Iota-5-C1,,,0103000020110F0000010000000500000090C2757518B660C10200007A75E667C190C2757518B660C1353333064E4A6AC1A4703D86401963C1353333064E4A6AC1A4703D86401963C10200007A75E667C190C2757518B660C10200007A75E667C1,Iota-5
957,3,Eta,B2,,Eta-1-B2,,,0103000020110F00000100000005000000B81E0597687C6541CECCCCED9C8265C1CDCCCCA790DF6741CECCCCED9C8265C1CDCCCCA790DF67410200007A75E667C1B81E0597687C65410200007A75E667C1B81E0597687C6541CECCCCED9C8265C1,Eta-1
958,3,Eta,A2,,Eta-1-A2,,,0103000020110F00000100000005000000B81E0597687C6541CECCCCED9C8265C1B81E0597687C65419A999961C41E63C1CDCCCCA790DF67419A999961C41E63C1CDCCCCA790DF6741CECCCCED9C8265C1B81E0597687C6541CECCCCED9C8265C1,Eta-1
959,3,Eta,B1,,Eta-1-B1,,,0103000020110F00000100000005000000B81E0597687C6541CECCCCED9C8265C1B81E0597687C65410200007A75E667C1A4703D86401963410200007A75E667C1A4703D8640196341CECCCCED9C8265C1B81E0597687C6541CECCCCED9C8265C1,Eta-1
960,3,Eta,A1,,Eta-1-A1,,,0103000020110F00000100000005000000B81E0597687C65419A999961C41E63C1B81E0597687C6541CECCCCED9C8265C1A4703D8640196341CECCCCED9C8265C1A4703D86401963419A999961C41E63C1B81E0597687C65419A999961C41E63C1,Eta-1
