id,gs_size,gs_size_scale,gs_size_halo,gs_fill_opacity,gs_rotation,gs_color,gs_color_halo,the_geom
512,0.5,1,9.4,0.7,0,#CBCDFE,CBCDFE,0101000020110F00009A999959CA1B5FC114AE47E162192741
513,0.5,1.09,2,0.5,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC2DD44D0634152B81E856B993341
514,0.1,1.11,7.7,0.6,0,#F9F3A4,F9F3A4,0101000020110F00009A99998111016D418FC2F528AD2412C1
515,0.1,1,9.7,0.7,0,#FFFFFF,FFFFFF,0101000020110F000052B81E0D84DF6E413D0AD783B8F45841
516,0.2,1.2,6.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F000000000000995B2741713D0A37AE8B5A41
517,0.2,1.12,8,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000D7A3708D271C62C1B81E85BB677D62C1
518,0.4,1.11,9.2,0.7,0,#8B96FF,8B96FF,0101000020110F0000713D0ACF139260C1D7A370E55C257041
519,0.4,1.09,6.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC2C567976641EC51B8EEEF4D5A41
520,0.3,1.07,9.7,0.6,0,#E6E6F7,E6E6F7,0101000020110F0000B81E8523F5076441CDCCCC8C42D550C1
521,0.1,1,8.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D8A571B67C152B81EEDA5F77041
522,0.2,1.12,5.4,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000295C8F4A507C6841C3F5284C4C1450C1
523,0.3,1.18,3.3,0.4,0,#FA6642,FA6642,0101000020110F00003D0AD74BE1216341C3F5282CBA345941
524,0.5,1.11,10.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000333333D3D601444185EB51A8B6336F41
525,0.5,1.03,7.2,0.6,0,#8B96FF,8B96FF,0101000020110F00001F85EBF9809564C148E17A50E7DE7141
526,0.5,1.17,9.1,0.4,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A3B84A8D6A41295C8F824DC57241
527,0.5,1.07,6.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F00009A99991924254DC1AE47E17ABC77F140
528,0.3,1.2,11.9,0.6,0,#F9F6CF,F9F6CF,0101000020110F000085EB51B87D7D1AC1CDCCCC5CEFB252C1
529,0.1,1.2,7.9,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000666666C65C206F419A9999F9499F50C1
530,0.5,1.18,2.2,0.5,0,#E6E6F7,E6E6F7,0101000020110F00009A999909DFFC6EC1295C8F4AA6E26DC1
531,0.4,1.03,2.1,0.7,0,#FFF464,FFF464,0101000020110F0000B81E8563810571C10000004C02377141
532,0.5,1.05,11.7,0.6,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC295AEB54E41000000C02D324041
533,0.5,1.08,8.4,0.7,0,#CBCDFE,CBCDFE,0101000020110F00003D0AD74BD33F60C1AE47E1FA3F935041
534,0.2,1.02,8.1,0.6,0,#E6E6F7,E6E6F7,0101000020110F000085EB5150CB356241CDCCCCA44B1E6541
535,0.3,1.03,12,0.6,0,#8B96FF,8B96FF,0101000020110F00001F85EBF1AA3A56C1CDCCCCB4A02662C1
536,0.3,1.09,5.6,0.4,0,#8B96FF,8B96FF,0101000020110F0000295C8F12ADA16341CDCCCCCC60A016C1
537,0.2,1.2,10.1,0.7,0,#8B96FF,8B96FF,0101000020110F0000F6285C9F8A4D6DC1000000D84BFE6541
538,0.3,1.04,8,0.7,0,#8B96FF,8B96FF,0101000020110F0000713D0AE7B2785541D7A3709D38C650C1
539,0.5,1.16,9.8,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000000000B065AB51C1CDCCCC04AF3E6941
540,0.4,1.13,6.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F54852C468C1E17A148664086141
541,0.3,1.13,11.8,0.7,0,#FFF464,FFF464,0101000020110F0000000000402ACD3441E17A14EE37133C41
542,0.2,1.15,5.6,0.6,0,#E6E6F7,E6E6F7,0101000020110F00008FC2F528A11A5F41295C8F366F717241
543,0.3,1.12,7.5,0.7,0,#FA6642,FA6642,0101000020110F0000A4703DEA2A7949C10AD7A37071A53DC1
544,0.3,1.14,7.2,0.7,0,#FEAA52,FEAA52,0101000020110F0000C3F5287490BD6BC1666666E694EC2A41
545,0.4,1.03,6.2,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000666666461E715FC152B81EEDD1156B41
546,0.1,1.06,9.1,0.4,0,#CBCDFE,CBCDFE,0101000020110F00009A999979895E5041295C8F0AE4596BC1
547,0.2,1,6.2,0.4,0,#FA6642,FA6642,0101000020110F0000E17A14B2FA8F71410000004CD20871C1
548,0.1,1.08,4.4,0.7,0,#CBCDFE,CBCDFE,0101000020110F000052B81E65A5E85D41295C8FC24B190141
549,0.1,1.14,12,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C67BB0766C1F6285C27CFD86641
550,0.3,1,10.8,0.6,0,#FFFFFF,FFFFFF,0101000020110F00003D0AD763317E3B41A4703D8A11CB4341
551,0.1,1.19,6,0.4,0,#666EFF,666EFF,0101000020110F0000D7A370E596A26F41D7A3708D59995DC1
552,0.2,1.12,10.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3704BE14541E17A142651E86F41
553,0.5,1.2,4.9,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000333333B3FD805BC13D0AD74B2CA271C1
554,0.2,1.09,12,0.6,0,#CBCDFE,CBCDFE,0101000020110F00008FC2F5889E7749C1E17A14367DBC6541
555,0.3,1.07,6.4,0.6,0,#CBCDFE,CBCDFE,0101000020110F000066666616EDB16AC15C8FC2B5430B3041
556,0.4,1.13,2,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000AE47E132AE8965C10AD7A3E8F9A26CC1
557,0.2,1.05,2.1,0.7,0,#666EFF,666EFF,0101000020110F00003D0AD72315F433C1C3F5286492F06441
558,0.4,1.17,6.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F000014AE478161356EC1D7A370BD0E893D41
559,0.2,1.14,11.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000333333FB513D68416666669EBD6862C1
560,0.1,1.16,8,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E1AA0BED72C1F6285C0B75627241
561,0.1,1,8.7,0.4,0,#F9F3A4,F9F3A4,0101000020110F00001F85EB11AD0D5F410AD7A3307B9C49C1
562,0.1,1.09,2.8,0.5,0,#8B96FF,8B96FF,0101000020110F00001F85EB1163843DC1713D0AA70F986441
563,0.1,1.15,6.8,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000F6285CA7F89B6CC1000000D02A0551C1
564,0.2,1.11,2.9,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000D7A370ADD04354C185EB51B8E74959C1
565,0.1,1.18,4.7,0.7,0,#FEAA52,FEAA52,0101000020110F000014AE47F9A8696A41C3F5281C03FA53C1
566,0.2,1.17,6,0.4,0,#FFFFFF,FFFFFF,0101000020110F000052B81E85725A2C410AD7A3D0F10555C1
567,0.2,1.18,11.3,0.4,0,#CBCDFE,CBCDFE,0101000020110F00009A99996D1E2F724133333393FF214841
568,0.1,1.06,7.7,0.4,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5E8CAD85AC1E17A144E4CAF5CC1
569,0.4,1.08,2.7,0.4,0,#8B96FF,8B96FF,0101000020110F0000B81E85AB55CC5D41C3F528BC64BC58C1
570,0.3,1.05,7.7,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B83ED79549413D0AD75350EF5F41
571,0.2,1.16,3.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528BCEC8F4AC1CDCCCC8C3EDA4241
572,0.2,1.19,8,0.6,0,#E6E6F7,E6E6F7,0101000020110F00003D0AD723EA6447C17B14AE1747426741
573,0.1,1.14,10.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F00001F85EBF1E63863418FC2F5A875D53EC1
574,0.5,1.12,10.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A57F7AA22419A9999B1BE0868C1
575,0.5,1.17,10.4,0.4,0,#FEAA52,FEAA52,0101000020110F00008FC2F518DD285BC1A4703D62A4176F41
576,0.4,1.14,3.4,0.5,0,#FFF464,FFF464,0101000020110F000048E17A04CCAE67C15C8FC20D982D65C1
577,0.5,1.09,6.5,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000D7A3703D3DD51F415C8FC2F5994D56C1
578,0.3,1.07,11.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F00007B14AE77B9E46D41713D0A7784C66BC1
579,0.3,1.07,4.1,0.4,0,#8B96FF,8B96FF,0101000020110F00001F85EB018D4260413D0AD7AB48E26141
580,0.3,1.2,6.6,0.7,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5484911474148E17AACD6C064C1
581,0.4,1.12,5.1,0.5,0,#FFF464,FFF464,0101000020110F0000B81E85AB484D6C41B81E855FDCAD7241
582,0.1,1.11,7.3,0.6,0,#FFF464,FFF464,0101000020110F0000F6285CF77A126AC11F85EB91CA883F41
583,0.2,1.01,10.8,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000D7A370A5125F614185EB5130B14963C1
584,0.1,1.2,7.6,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000E17A14FE7BBE6E4185EB5178FF1961C1
585,0.1,1.06,2.9,0.6,0,#8B96FF,8B96FF,0101000020110F000085EB51386E6956C1AE47E16AB24F69C1
586,0.3,1.04,11,0.5,0,#FA6642,FA6642,0101000020110F0000713D0AF78B6965C1A4703D8AE46A6241
587,0.4,1.15,9.7,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000666666D698306A41000000B0A5F559C1
588,0.1,1.1,8.9,0.6,0,#FFF464,FFF464,0101000020110F00001F85EBB9FF106CC1713D0AEFA76F6841
589,0.2,1.15,4,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C0F2A9438C13D0AD7C35E424741
590,0.5,1.09,8.9,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000C3F5287CD88D59C1E17A14AE20E92541
591,0.3,1.14,2.7,0.4,0,#FEAA52,FEAA52,0101000020110F000033333383E52554C13D0AD7BB25AC67C1
592,0.4,1.11,4.6,0.4,0,#8B96FF,8B96FF,0101000020110F00009A9999497F2854C1333333EF4D5470C1
593,0.3,1.08,8.9,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000295C8FC262555141B81E858B971166C1
594,0.5,1.13,12,0.6,0,#8B96FF,8B96FF,0101000020110F0000A4703D22379766418FC2F5282E421541
595,0.4,1.01,7.9,0.4,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC2F58B141AC18FC2F5E8C63D67C1
596,0.3,1.02,4.9,0.6,0,#CBCDFE,CBCDFE,0101000020110F000033333333AFA66DC18FC2F518DD8268C1
597,0.3,1.13,8.1,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000D7A370697C1C71C1CDCCCC4CEA713DC1
598,0.5,1,10.6,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000B81E859B115A5941713D0AD7B65864C1
599,0.5,1.18,10.8,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000CDCCCCE451E762C11F85EB61419E5841
600,0.2,1.12,6,0.7,0,#FFFFFF,FFFFFF,0101000020110F000014AE47E14E8827C1AE47E15E71407041
601,0.2,1.17,5.9,0.4,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC2BD403B60C1AE47E1FA432D3741
602,0.2,1.07,2.1,0.5,0,#F9F3A4,F9F3A4,0101000020110F000048E17A5CA7996AC1B81E854B628251C1
603,0.2,1.16,11.3,0.6,0,#FEAA52,FEAA52,0101000020110F0000CDCCCC5CACD65241E17A14FEDC636441
604,0.1,1.14,10.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D8A40D05BC18FC2F53888647241
605,0.2,1.16,10,0.7,0,#FA6642,FA6642,0101000020110F0000AE47E122A0E961C152B81E0516DA5B41
606,0.5,1.15,11,0.5,0,#F9F3A4,F9F3A4,0101000020110F00001F85EB41E1596641B81E855BF0C86641
607,0.1,1.1,2.3,0.4,0,#FA6642,FA6642,0101000020110F00003D0AD7A3D4384C41F6285CB7666C6141
608,0.2,1.04,11.6,0.6,0,#F9F6CF,F9F6CF,0101000020110F00000AD7A330EFDD51C10AD7A3E091786DC1
609,0.3,1.02,11.5,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000295C8F7A4E696DC1713D0A4716517041
610,0.1,1.03,9.4,0.7,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB792FB76B4185EB515CEDF87241
611,0.1,1.12,5.7,0.4,0,#FA6642,FA6642,0101000020110F000085EB51B48EC171C10AD7A3086BBE6141
612,0.4,1.16,2.9,0.4,0,#FA6642,FA6642,0101000020110F000014AE47E9BDFA65419A999999DAAD71C1
613,0.5,1.15,2,0.7,0,#F9F3A4,F9F3A4,0101000020110F000014AE4711850055C148E17A84A72463C1
614,0.1,1.16,8.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000CDCCCC4CA0FD5D41713D0A57909E2641
615,0.5,1.11,3,0.6,0,#FFF464,FFF464,0101000020110F00000AD7A3109D3969C10AD7A34019337041
616,0.5,1.14,2.6,0.5,0,#FFF464,FFF464,0101000020110F000052B81E75E3AD52C11F85EBD97EC16341
617,0.3,1.06,8.2,0.6,0,#FFFFFF,FFFFFF,0101000020110F00009A9999A596C270417B14AE9F8CC871C1
618,0.4,1.02,7.9,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B88E2CF15B417B14AEAF6D9869C1
619,0.2,1.17,4.2,0.4,0,#FFFFFF,FFFFFF,0101000020110F000085EB5110A4D4654152B81E2572775FC1
620,0.5,1.15,6.4,0.4,0,#E6E6F7,E6E6F7,0101000020110F00007B14AE03C2C071C1000000109D1C6EC1
621,0.3,1.04,6.8,0.4,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3D005FE5EC18FC2F59849165DC1
622,0.1,1,4.8,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000F6285C8F13BD15C148E17AEC256171C1
623,0.2,1.16,11.5,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000000000D4680D71C1C3F528DCBDA954C1
624,0.1,1.02,8.6,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000D7A3705D9EA96EC1EC51B88E74C15741
625,0.1,1.03,7.4,0.4,0,#666EFF,666EFF,0101000020110F0000F6285C3751286041E17A147EEEC667C1
626,0.2,1.06,3.5,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000E17A145E4AF052C18FC2F56824F764C1
627,0.5,1.1,2,0.4,0,#666EFF,666EFF,0101000020110F000048E17A849AB162C18FC2F52065C66841
628,0.1,1.05,10.6,0.6,0,#FFFFFF,FFFFFF,0101000020110F00007B14AE4765EF6F41E17A140EF6AA5CC1
629,0.2,1.06,5.4,0.6,0,#8B96FF,8B96FF,0101000020110F00005C8FC2F556414141333333336CEA3D41
630,0.3,1.13,6.5,0.5,0,#FEAA52,FEAA52,0101000020110F00000AD7A3E069F861C1713D0A73E41A7241
631,0.5,1.09,9.3,0.7,0,#666EFF,666EFF,0101000020110F00005C8FC2153CD96941F6285C4764EF62C1
632,0.5,1.02,3,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C8F8A1B49C1A4703DCA89714441
633,0.3,1.05,7.8,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D4AAA445541F6285C47C4E671C1
634,0.2,1.07,5.7,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000295C8F32FD555741CDCCCC4CBA772AC1
635,0.2,1.01,9,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000D7A37005FD25724114AE47A9E17E6D41
636,0.2,1,7,0.7,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB5187185EC13D0AD7B7B9207041
637,0.2,1.17,5.8,0.6,0,#FA6642,FA6642,0101000020110F00003D0AD7DBFE8469411F85EB01F16B6B41
638,0.4,1.15,9.8,0.5,0,#E6E6F7,E6E6F7,0101000020110F00001F85EB51548335411F85EB59C97A6DC1
639,0.3,1.03,8.8,0.6,0,#FFF464,FFF464,0101000020110F00001F85EB0951FD65C1A4703D32CE176341
640,0.4,1.19,7.6,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000D7A37055AB3662417B14AE87E0393141
641,0.4,1.07,8.9,0.5,0,#FA6642,FA6642,0101000020110F00008FC2F5B8F1E15C41EC51B8AE03BC5241
642,0.3,1.02,7.4,0.7,0,#666EFF,666EFF,0101000020110F0000713D0A2B99B272418FC2F52856EA4241
643,0.1,1.14,3.5,0.7,0,#FFF464,FFF464,0101000020110F00007B14AED32C5670C11F85EB71CE2E5EC1
644,0.3,1.1,8.9,0.5,0,#FFF464,FFF464,0101000020110F0000F6285C57C1516FC1E17A146E49E969C1
645,0.5,1.2,10.2,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000333333839D0253C1333333C34CA956C1
646,0.3,1.1,2.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000CDCCCC4C64833441CDCCCC5C9D7F5241
647,0.1,1.14,7.4,0.7,0,#FEAA52,FEAA52,0101000020110F00008FC2F52C3A9970C1C3F52838D5FF70C1
648,0.3,1.17,9.6,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000C3F5281CFA716CC17B14AE4734E82AC1
649,0.4,1.15,9.6,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000D7A3701DCCD47041F6285C4F51BA59C1
650,0.2,1.06,10.1,0.6,0,#F9F6CF,F9F6CF,0101000020110F00000AD7A3D037C14D41F6285CFB71F171C1
651,0.5,1.08,9.3,0.5,0,#F9F3A4,F9F3A4,0101000020110F000033333333ED945BC11F85EB11CEB030C1
652,0.5,1.01,6.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F000052B81E1D915E72C1666666C650376C41
653,0.5,1.17,7.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3B0016B6DC1B81E852B7AFD34C1
654,0.2,1.05,3,0.6,0,#FFF464,FFF464,0101000020110F00009A9999616CAD6F41A4703D7AD6E55141
655,0.4,1.04,6.8,0.7,0,#FA6642,FA6642,0101000020110F00000AD7A3D405B070C152B81E1DECB16C41
656,0.2,1.12,4.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB61703651417B14AED7AAA66F41
657,0.5,1.15,10.3,0.5,0,#8B96FF,8B96FF,0101000020110F00003333333768C571413333332B6C6B6D41
658,0.5,1.2,3.4,0.5,0,#666EFF,666EFF,0101000020110F0000713D0AB7044B4E41B81E85DBEEE75441
659,0.5,1.05,9.6,0.6,0,#8B96FF,8B96FF,0101000020110F0000C3F5283CDCDB4C41F6285CC7956F6341
660,0.4,1.19,6.8,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B87E482C53419A9999B962124041
661,0.4,1.15,5.3,0.7,0,#FFF464,FFF464,0101000020110F0000EC51B85E74C635C100000040F7B65A41
662,0.2,1.07,3.5,0.4,0,#FFF464,FFF464,0101000020110F00001F85EB29C4136A41295C8FC22D634041
663,0.4,1.1,11,0.5,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A318FE236741E17A14AE983E17C1
664,0.3,1.1,8.1,0.7,0,#F9F3A4,F9F3A4,0101000020110F00005C8FC295F16D6C418FC2F5C836FC70C1
665,0.5,1.12,8.4,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000F6285CAFF65758C1B81E85FB074B5A41
666,0.4,1.09,6.9,0.4,0,#FEAA52,FEAA52,0101000020110F000052B81E85DC3622418FC2F5D42E317141
667,0.2,1.09,6.2,0.5,0,#666EFF,666EFF,0101000020110F00008FC2F5E80AFF4D41000000009C845CC1
668,0.1,1.1,6.9,0.6,0,#8B96FF,8B96FF,0101000020110F0000A4703DE65F6F72C1EC51B8FA845D7241
669,0.3,1.12,9.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000295C8F12CDEF64C1C3F528CC484F54C1
670,0.1,1.03,9.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E13EAA2E70410AD7A30805126641
671,0.4,1.03,7,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000E17A14CE62D3454148E17A7846677041
672,0.3,1.17,11.7,0.4,0,#FFFFFF,FFFFFF,0101000020110F000048E17AFC3F6E71411F85EB51340070C1
673,0.4,1.05,3.3,0.5,0,#FEAA52,FEAA52,0101000020110F000000000070CD117341CDCCCC549F4167C1
674,0.3,1.05,5.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F000085EB51309EC06741713D0AFF64346FC1
675,0.2,1.08,5.7,0.4,0,#8B96FF,8B96FF,0101000020110F000066666696FF616CC1AE47E19A2B3266C1
676,0.3,1.07,9,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000B81E85DBE43369411F85EBF9EEEB69C1
677,0.5,1.11,11.7,0.5,0,#666EFF,666EFF,0101000020110F0000B81E8503A5476EC1CDCCCCC4D9F96A41
678,0.3,1.1,10.7,0.7,0,#FFF464,FFF464,0101000020110F0000D7A3705D40E04D41A4703D3AB8505E41
679,0.3,1.13,4.1,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000EC51B8DE76E634C1666666662D146241
680,0.1,1.16,7.3,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000CDCCCC3087277141CDCCCC0CED7E3041
681,0.3,1.19,10.4,0.7,0,#FEAA52,FEAA52,0101000020110F0000295C8FA28AAD53410AD7A318630F6FC1
682,0.4,1.03,6.6,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000C3F528C4A5456E419A9999F9BA1845C1
683,0.2,1.19,10.9,0.5,0,#8B96FF,8B96FF,0101000020110F000000000000C7A027C1F6285CFF10EF5041
684,0.1,1.11,3.6,0.5,0,#8B96FF,8B96FF,0101000020110F00003333335B27FC6AC1EC51B83E160F6241
685,0.5,1.03,8,0.7,0,#FFFFFF,FFFFFF,0101000020110F00006666660E87C171C1A4703DAAC7AB6541
686,0.5,1.03,8.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A0FB27667415C8FC2352BA44341
687,0.1,1.12,6.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B8DE942F444152B81E45BB036241
688,0.1,1.1,7.3,0.7,0,#FA6642,FA6642,0101000020110F00001F85EBE1AB3B60C1E17A1486519C68C1
689,0.1,1,11.1,0.4,0,#8B96FF,8B96FF,0101000020110F00000AD7A31861D366C1F6285CAFEFF96541
690,0.4,1.02,10.9,0.5,0,#FFFFFF,FFFFFF,0101000020110F000052B81E05E32D69413D0AD72BFF107341
691,0.3,1.1,2.5,0.4,0,#FFFFFF,FFFFFF,0101000020110F000048E17AD4D89A55C114AE47E5B7B07041
692,0.5,1.02,11.9,0.4,0,#F9F6CF,F9F6CF,0101000020110F000014AE4701EC5871C166666646CE624741
693,0.3,1.15,12,0.4,0,#FEAA52,FEAA52,0101000020110F0000AE47E1CAA58A5FC1A4703D7A95656D41
694,0.3,1.06,10.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000D7A370BD94A14A4152B81EEDDC8364C1
695,0.4,1.2,9.2,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000EC51B85E61EE65C11F85EB116F2F4A41
696,0.5,1.11,10.9,0.5,0,#FEAA52,FEAA52,0101000020110F00000000005025B56FC16666663604DA6241
697,0.3,1.01,11.6,0.7,0,#FFF464,FFF464,0101000020110F0000AE47E1EA3B6064C1C3F5285472DB6241
698,0.4,1.13,4.8,0.5,0,#FEAA52,FEAA52,0101000020110F00000000004018DF37C13D0AD74B9D1572C1
699,0.5,1.05,6.6,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C4F792965C10AD7A3E095416741
700,0.1,1.16,2.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000D7A3702D832C6AC1F6285C3FFD7968C1
701,0.2,1.03,10.8,0.5,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB2160F85941F6285CFF249262C1
702,0.2,1.19,11.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000D7A3707D43BE36C133333313ED0B71C1
703,0.1,1.05,7.6,0.4,0,#E6E6F7,E6E6F7,0101000020110F00003D0AD793598654C10AD7A3D068C06241
704,0.3,1.05,4.9,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E1524AF662C19A999999399B6641
705,0.5,1.15,10.7,0.5,0,#F9F6CF,F9F6CF,0101000020110F000052B81E856FCC56C13D0AD7C330795341
706,0.5,1.18,11.4,0.5,0,#F9F6CF,F9F6CF,0101000020110F00005C8FC23D480768C1F6285CB77D7568C1
707,0.1,1.17,11.4,0.6,0,#CBCDFE,CBCDFE,0101000020110F000052B81E059D1D3341EC51B8163BEB67C1
708,0.2,1.19,8.2,0.6,0,#FFFFFF,FFFFFF,0101000020110F00009A9999E12A8B61C18FC2F508525F6B41
709,0.3,1.04,11.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B8FE28BB5E41666666164F957141
710,0.1,1.18,8,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000713D0AD7073DF5C03D0AD75B51F87241
711,0.2,1.16,10.3,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000C3F5281820AD72415C8FC23DDB606AC1
712,0.2,1.19,9.2,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000713D0A5FF7F4614185EB515C3EAC70C1
713,0.1,1.1,7.3,0.4,0,#F9F3A4,F9F3A4,0101000020110F00003D0AD77B858F6F41CDCCCC68F00C7041
714,0.2,1.14,7.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000D7A3707DEED16B4148E17A0470687241
715,0.1,1.08,4.2,0.6,0,#E6E6F7,E6E6F7,0101000020110F0000E17A140E1AF971419A999961880B6241
716,0.1,1.17,8,0.5,0,#F9F6CF,F9F6CF,0101000020110F000048E17AC4CD7E72411F85EBD10AD33741
717,0.4,1.07,4.3,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000AE47E12276CE70419A9999F927C441C1
718,0.1,1.05,8.6,0.4,0,#FA6642,FA6642,0101000020110F00003D0AD7434F4C40C19A9999B18AFB6EC1
719,0.4,1.16,3.7,0.4,0,#666EFF,666EFF,0101000020110F00000AD7A3AC827E7041333333BFED2E72C1
720,0.4,1.1,7.8,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000CDCCCC7C1A106441666666E63BC350C1
721,0.2,1.09,8.8,0.4,0,#FEAA52,FEAA52,0101000020110F000033333313516E42C17B14AEF76DF96541
722,0.5,1.02,3.1,0.7,0,#FEAA52,FEAA52,0101000020110F0000F6285C8F5DB136C1666666C6696B42C1
723,0.1,1.12,2.3,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000000000600913404185EB51F82FA84E41
724,0.1,1.11,8.5,0.5,0,#666EFF,666EFF,0101000020110F00008FC2F5986964634114AE47C153236A41
725,0.3,1.07,3.3,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000F6285C975AAD71C185EB51F898213AC1
726,0.3,1.02,7,0.4,0,#666EFF,666EFF,0101000020110F0000CDCCCC1C4D5D5D4114AE47513C965341
727,0.2,1.01,11.9,0.4,0,#E6E6F7,E6E6F7,0101000020110F000085EB5178B1345741F6285C6F882169C1
728,0.1,1.03,4.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F000085EB51B8298F6A41AE47E17A0F3D4E41
729,0.3,1.09,11.7,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528244D2A6441295C8F0A14EF6E41
730,0.5,1.13,8.6,0.6,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A3707AF753C18FC2F588C9D56BC1
731,0.4,1.05,6,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000295C8FD2820A504185EB510C1FB471C1
